timestamp,eval_id,phase,cat,x1,x2,x3,x4,x5,objective
1764689047.4396806,1,GA,INT,7,35,12,99,53,-32.0
1764689048.0481484,2,GA,INT,35,14,5,49,69,2.0
1764689048.751309,3,GA,INT,72,43,44,7,21,-13.0
1764689049.3950055,4,GA,INT,18,44,72,43,90,23.0
1764689050.0144403,5,GA,INT,32,21,1,56,100,6.0
1764689050.6428201,6,GA,INT,12,77,49,9,1,-24.0
1764689051.2661211,7,GA,INT,41,94,58,14,6,-53.0
1764689051.8418384,8,GA,INT,12,86,19,17,3,5.0
1764689052.4542894,9,GA,INT,38,56,74,62,34,16.0
1764689053.0800579,10,GA,INT,61,5,99,40,44,41.0
1764689053.6890225,11,GA,INT,67,62,27,78,82,62.0
1764689054.3123136,12,GA,INT,68,73,41,2,51,-9.0
1764689054.9261825,13,GA,INT,99,83,66,56,88,82.0
1764689055.5670214,14,GA,INT,69,82,86,77,63,111.0
1764689056.189873,15,GA,INT,67,86,54,48,66,59.0
1764689056.8021538,16,GA,INT,5,97,83,24,93,-14.0
1764689057.429038,17,GA,INT,11,63,85,34,22,-31.0
1764689058.0361106,18,GA,INT,43,44,71,51,10,-1.0
1764689058.6454628,19,GA,INT,93,59,50,74,100,60.0
1764689059.2541535,20,GA,INT,44,3,25,76,12,-10.0
1764689059.8781064,21,GA,INT,81,47,2,46,30,-32.0
1764689060.5003345,22,GA,INT,52,69,65,93,8,11.0
1764689061.1118603,23,GA,INT,82,37,64,98,81,70.0
1764689061.7235978,24,GA,INT,93,30,70,62,23,18.0
1764689062.3533118,25,GA,INT,20,69,57,49,97,64.0
1764689062.9773886,26,GA,INT,60,6,2,18,59,-13.0
1764689063.6002614,27,GA,INT,25,3,33,46,88,19.0
1764689064.2220259,28,GA,INT,35,56,82,54,1,-26.0
1764689064.846023,29,GA,INT,14,80,9,66,46,23.0
1764689065.4262936,30,GA,INT,91,12,11,56,2,-42.0
1764689066.0790358,31,GA,INT,69,49,10,70,89,19.0
1764689066.720639,32,GA,INT,82,52,4,42,34,-28.0
1764689067.4111958,33,GA,INT,61,5,97,72,43,10.0
1764689068.097632,34,GA,INT,54,45,4,82,82,11.0
1764689068.753349,35,GA,INT,21,54,9,92,87,25.0
1764689069.4099085,36,GA,INT,19,48,86,31,96,-4.0
1764689070.0376067,37,GA,INT,11,81,8,98,67,7.0
1764689070.6933577,38,GA,INT,50,69,40,19,84,54.0
1764689071.3340533,39,GA,INT,99,38,100,50,48,31.0
1764689071.8995478,40,GA,INT,17,69,44,67,16,31.0
1764689072.5318406,41,GA,INT,81,22,76,50,56,73.0
1764689073.1565814,42,GA,INT,8,95,18,59,86,44.0
1764689073.76417,43,GA,INT,3,45,58,95,95,0.0
1764689074.3707132,44,GA,INT,93,92,86,58,39,56.0
1764689074.9803333,45,GA,INT,55,100,4,21,67,-23.0
1764689075.604406,46,GA,INT,42,67,66,72,18,15.0
1764689076.215066,47,GA,INT,44,65,14,70,93,52.0
1764689076.8280897,48,GA,INT,48,29,73,44,12,28.0
1764689077.4360054,49,GA,INT,35,65,32,27,42,31.0
1764689078.0582108,50,GA,INT,34,51,6,65,11,-11.0
1764689078.6711783,51,GA,INT,26,65,26,98,3,-18.0
1764689079.2778208,52,GA,INT,25,35,73,30,11,8.0
1764689079.9046717,53,GA,INT,77,41,11,44,71,8.0
1764689080.5320578,54,GA,INT,69,18,69,18,62,62.0
1764689081.1560724,55,GA,INT,64,94,51,100,4,-5.0
1764689081.7650294,56,GA,INT,33,92,74,63,44,32.0
1764689082.373803,57,GA,INT,51,29,65,17,79,33.0
1764689082.9853697,58,GA,INT,82,1,77,78,64,48.0
1764689083.5797107,59,GA,INT,44,90,75,16,89,26.0
1764689084.1425276,60,GA,INT,7,47,59,47,86,36.0
1764689084.7537282,61,GA,INT,54,41,46,28,99,10.0
1764689085.3636298,62,GA,INT,58,44,97,25,24,16.0
1764689085.9255412,63,GA,INT,49,8,54,49,65,27.0
1764689086.488293,64,GA,INT,34,23,72,49,48,38.0
1764689087.0966904,65,GA,INT,9,38,16,34,65,8.0
1764689087.7051604,66,GA,INT,78,42,8,49,7,-34.0
1764689088.324013,67,GA,INT,76,50,39,14,60,17.0
1764689088.9314604,68,GA,INT,74,98,91,42,32,29.0
1764689089.5387206,69,GA,INT,83,58,35,57,73,50.0
1764689090.147924,70,GA,INT,74,45,32,89,59,31.0
1764689090.7703278,71,GA,INT,65,74,36,44,7,-12.0
1764689091.3299296,72,GA,INT,24,16,3,55,85,13.0
1764689091.9388003,73,GA,INT,64,94,17,62,69,28.0
1764689092.5057733,74,GA,INT,6,61,70,19,42,-22.0
1764689093.125934,75,GA,INT,48,29,77,5,60,49.0
1764689093.7372115,76,GA,INT,65,77,100,37,91,58.0
1764689094.348396,77,GA,INT,75,2,42,94,50,-15.0
1764689094.9549732,78,GA,INT,30,89,9,33,37,0.0
1764689095.5803106,79,GA,INT,22,54,46,55,6,11.0
1764689096.2036767,80,GA,INT,78,2,64,87,22,-11.0
1764689096.8288472,81,PS,INT,64,82,86,77,63,106.0
1764689097.4523408,82,PS,INT,67,82,86,77,63,109.0
1764689098.0914543,83,PS,INT,68,82,86,77,63,110.0
1764689098.7142313,84,PS,INT,70,82,86,77,63,112.0
1764689099.3397284,85,PS,INT,71,82,86,77,63,113.0
1764689099.994068,86,PS,INT,74,82,86,77,63,116.0
1764689100.6502159,87,PS,INT,69,77,86,77,63,110.0
1764689101.3227415,88,PS,INT,69,80,86,77,63,113.0
1764689101.951822,89,PS,INT,69,81,86,77,63,112.0
1764689102.560045,90,PS,INT,69,83,86,77,63,110.0
1764689103.2020726,91,PS,INT,69,84,86,77,63,109.0
1764689103.8145545,92,PS,INT,69,87,86,77,63,106.0
1764689104.4274926,93,PS,INT,69,82,81,77,63,116.0
1764689104.9868562,94,PS,INT,69,82,84,77,63,113.0
1764689105.6095948,95,PS,INT,69,82,85,77,63,112.0
1764689106.222618,96,PS,INT,69,82,87,77,63,110.0
1764689106.8329074,97,PS,INT,69,82,88,77,63,109.0
1764689107.456759,98,PS,INT,69,82,91,77,63,106.0
1764689108.0698564,99,PS,INT,69,82,86,72,63,106.0
1764689108.6844647,100,PS,INT,69,82,86,75,63,109.0
1764689109.2952378,101,PS,INT,69,82,86,76,63,110.0
1764689109.906235,102,PS,INT,69,82,86,78,63,112.0
1764689110.4674623,103,PS,INT,69,82,86,79,63,113.0
1764689111.078496,104,PS,INT,69,82,86,82,63,112.0
1764689111.6375206,105,PS,INT,69,82,86,77,58,106.0
1764689112.2451036,106,PS,INT,69,82,86,77,61,109.0
1764689112.8671978,107,PS,INT,69,82,86,77,62,110.0
1764689113.4738238,108,PS,INT,69,82,86,77,64,112.0
1764689114.104239,109,PS,INT,69,82,86,77,65,113.0
1764689114.7104435,110,PS,INT,69,82,86,77,68,116.0
1764689115.320967,111,PSO_Ref_Init,INT,73,87,86,77,64,111.0
1764689115.9394217,112,PSO_Ref_Init,INT,74,77,86,78,65,118.0
1764689116.539399,113,PSO_Ref_Init,INT,74,82,86,75,58,109.0
1764689117.103201,114,PSO_Ref_Init,INT,74,82,85,77,62,116.0
1764689117.711427,115,PSO_Ref_Init,INT,72,84,86,79,58,109.0
1764689118.2731059,116,PSO_Ref_Init,INT,74,83,86,79,65,119.0
1764689118.8808272,117,PSO_Ref_Init,INT,74,87,81,77,64,117.0
1764689119.4886672,118,PSO_Ref_Init,INT,74,77,84,75,63,115.0
1764689120.1150022,119,PSO_Ref_Init,INT,72,82,87,75,58,106.0
1764689120.7405565,120,PSO_Ref_Init,INT,69,82,84,72,63,108.0
1764689121.3062162,121,PSO_Ref_Init,INT,76,87,87,77,63,112.0
1764689121.9317648,122,PSO_Ref_Init,INT,74,87,85,72,63,107.0
1764689122.5561886,123,PSO_Ref_Init,INT,74,83,88,77,58,108.0
1764689123.1817348,124,PSO_Ref_Init,INT,72,87,86,72,62,103.0
1764689123.8078883,125,PSO_Ref_Init,INT,74,82,85,82,63,118.0
1764689124.4326017,126,PSO_Ref_Init,INT,74,82,87,77,63,115.0
1764689125.0443802,127,PSO_Ref_Init,INT,69,82,81,76,64,116.0
1764689125.6550531,128,PSO_Ref_Init,INT,79,82,86,77,65,123.0
1764689126.2185316,129,PSO_Ref_Init,INT,74,83,81,77,63,120.0
1764689126.825425,130,PSO_Ref_Init,INT,72,87,86,79,63,111.0
1764689127.4575148,131,PSO_Ref_Init,INT,74,82,81,82,68,127.0
1764689128.0833948,132,PSO_Ref_Init,INT,74,82,87,77,58,110.0
1764689128.7061121,133,PSO_Ref_Init,INT,76,81,84,82,63,122.0
1764689129.3155217,134,PSO_Ref_Init,INT,76,82,86,82,65,121.0
1764689129.9555314,135,PSO_Ref_Init,INT,76,82,86,77,63,118.0
1764689130.5859964,136,PSO_Refine,INT,73,80,83,78,65,123.0
1764689131.2102118,137,PSO_Refine,INT,74,84,83,80,67,124.0
1764689131.8525195,138,PSO_Refine,INT,72,83,85,74,71,119.0
1764689132.5080895,139,PSO_Refine,INT,75,83,82,80,66,126.0
1764689133.1511042,140,PSO_Refine,INT,76,82,82,80,60,122.0
1764689133.7481215,141,PSO_Refine,INT,73,82,83,78,66,122.0
1764689134.3765285,142,PSO_Refine,INT,73,84,81,82,65,121.0
1764689135.0191057,143,PSO_Refine,INT,72,80,81,80,70,131.0
1764689135.6750011,144,PSO_Refine,INT,71,81,83,75,65,117.0
1764689136.3175106,145,PSO_Refine,INT,72,82,85,81,63,117.0
1764689136.9724822,146,PSO_Refine,INT,73,86,84,77,72,122.0
1764689137.6420488,147,PSO_Refine,INT,75,78,82,76,65,122.0
1764689138.281005,148,PSO_Refine,INT,72,80,89,79,70,122.0
1764689138.9067001,149,PSO_Refine,INT,71,81,79,76,67,122.0
1764689139.5335407,150,PSO_Refine,INT,74,79,84,79,72,130.0
1764689140.158301,151,PSO_Refine,INT,71,81,80,78,66,124.0
1764689140.7840266,152,PSO_Refine,INT,71,80,79,79,66,125.0
1764689141.4202607,153,PSO_Refine,INT,78,79,80,77,71,135.0
1764689142.0452106,154,PSO_Refine,INT,74,83,81,79,68,127.0
1764689142.6716309,155,PSO_Refine,INT,72,80,77,77,73,129.0
1764689143.2925298,156,PSO_Refine,INT,77,81,82,79,72,135.0
1764689143.905388,157,PSO_Refine,INT,76,82,85,78,65,122.0
1764689144.5278103,158,PSO_Refine,INT,74,81,81,81,71,132.0
1764689145.1376402,159,PSO_Refine,INT,76,79,86,78,66,123.0
1764689145.7462835,160,PSO_Refine,INT,77,77,81,75,69,127.0
1764689146.3545783,161,PSO_Refine,INT,79,75,80,79,71,134.0
1764689146.9645581,162,PSO_Refine,INT,76,85,79,79,71,130.0
1764689147.6060715,163,PSO_Refine,INT,73,79,79,75,80,136.0
1764689148.220504,164,PSO_Refine,INT,73,80,77,78,85,133.0
1764689148.7823136,165,PSO_Refine,INT,78,78,76,75,68,125.0
1764689149.3451762,166,PSO_Refine,INT,73,77,76,75,79,130.0
1764689149.9526095,167,PSO_Refine,INT,72,77,78,77,86,128.0
1764689150.5637774,168,PSO_Refine,INT,71,81,78,82,86,130.0
1764689151.1719837,169,PSO_Refine,INT,71,79,77,75,86,126.0
1764689151.7335155,170,PSO_Refine,INT,75,79,80,80,73,137.0
1764689151.7335155,170,PSO_End,INT,75,79,80,80,73,137.0
1764689152.3476682,171,PS,INT,94,83,66,56,88,87.0
1764689152.9602957,172,PS,INT,97,83,66,56,88,84.0
1764689153.571332,173,PS,INT,98,83,66,56,88,83.0
1764689154.1956146,174,PS,INT,100,83,66,56,88,81.0
1764689154.8050017,175,PS,INT,100,83,66,56,88,81.0
1764689155.4156692,176,PS,INT,100,83,66,56,88,81.0
1764689156.0235732,177,PS,INT,99,78,66,56,88,83.0
1764689156.6308887,178,PS,INT,99,81,66,56,88,84.0
1764689157.2427242,179,PS,INT,99,82,66,56,88,83.0
1764689157.8680768,180,PS,INT,99,84,66,56,88,81.0
1764689158.4904108,181,PS,INT,99,85,66,56,88,80.0
1764689159.0540102,182,PS,INT,99,88,66,56,88,77.0
1764689159.6663446,183,PS,INT,99,83,61,56,88,77.0
1764689160.2781417,184,PS,INT,99,83,64,56,88,80.0
1764689160.8890471,185,PS,INT,99,83,65,56,88,81.0
1764689161.4535806,186,PS,INT,99,83,67,56,88,83.0
1764689162.0681665,187,PS,INT,99,83,68,56,88,84.0
1764689162.6321895,188,PS,INT,99,83,71,56,88,87.0
1764689163.240884,189,PS,INT,99,83,66,51,88,77.0
1764689163.8667014,190,PS,INT,99,83,66,54,88,80.0
1764689164.447302,191,PS,INT,99,83,66,55,88,81.0
1764689165.0557694,192,PS,INT,99,83,66,57,88,83.0
1764689165.6650076,193,PS,INT,99,83,66,58,88,84.0
1764689166.2755861,194,PS,INT,99,83,66,61,88,87.0
1764689166.896315,195,PS,INT,99,83,66,56,83,87.0
1764689167.5229988,196,PS,INT,99,83,66,56,86,84.0
1764689168.138625,197,PS,INT,99,83,66,56,87,83.0
1764689168.7453318,198,PS,INT,99,83,66,56,89,81.0
1764689169.356051,199,PS,INT,99,83,66,56,90,80.0
1764689169.9650166,200,PS,INT,99,83,66,56,93,77.0
1764689170.5739248,201,PSO_Ref_Init,INT,94,88,61,54,89,74.0
1764689171.18244,202,PSO_Ref_Init,INT,94,81,66,61,88,94.0
1764689171.8091154,203,PSO_Ref_Init,INT,94,84,66,56,86,88.0
1764689172.3861265,204,PSO_Ref_Init,INT,95,85,66,54,87,83.0
1764689173.0109906,205,PSO_Ref_Init,INT,94,85,68,61,88,92.0
1764689173.6201656,206,PSO_Ref_Init,INT,94,83,68,56,87,90.0
1764689174.228361,207,PSO_Ref_Init,INT,96,81,68,54,89,86.0
1764689174.8421855,208,PSO_Ref_Init,INT,92,83,68,54,90,87.0
1764689175.476614,209,PSO_Ref_Init,INT,94,83,66,61,83,97.0
1764689176.0866158,210,PSO_Ref_Init,INT,94,82,66,61,90,91.0
1764689176.7004447,211,PSO_Ref_Init,INT,95,83,66,56,88,86.0
1764689177.3082957,212,PSO_Ref_Init,INT,94,82,66,56,86,90.0
1764689177.9332695,213,PSO_Ref_Init,INT,94,83,67,61,88,93.0
1764689178.5555928,214,PSO_Ref_Init,INT,94,84,64,56,86,86.0
1764689179.1653752,215,PSO_Ref_Init,INT,89,83,65,56,90,89.0
1764689179.7891846,216,PSO_Ref_Init,INT,94,83,66,54,87,86.0
1764689180.3548398,217,PSO_Ref_Init,INT,94,78,67,58,88,91.0
1764689180.9213183,218,PSO_Ref_Init,INT,92,88,66,58,88,86.0
1764689181.5475464,219,PSO_Ref_Init,INT,89,85,67,56,88,91.0
1764689182.157374,220,PSO_Ref_Init,INT,94,85,66,58,88,87.0
1764689182.7691293,221,PSO_Ref_Init,INT,92,83,61,54,86,84.0
1764689183.382411,222,PSO_Ref_Init,INT,96,88,68,61,89,86.0
1764689184.0079744,223,PSO_Ref_Init,INT,94,81,68,56,87,92.0
1764689184.5774362,224,PSO_Ref_Init,INT,94,78,66,57,88,89.0
1764689185.1417942,225,PSO_Ref_Init,INT,89,88,71,55,83,96.0
1764689185.749171,226,PSO_Refine,INT,93,82,62,59,84,92.0
1764689186.3566854,227,PSO_Refine,INT,92,82,66,62,84,100.0
1764689186.970499,228,PSO_Refine,INT,94,82,67,62,86,97.0
1764689187.5339136,229,PSO_Refine,INT,92,83,64,64,81,102.0
1764689188.156847,230,PSO_Refine,INT,92,81,68,66,88,103.0
1764689188.7640069,231,PSO_Refine,INT,91,82,69,61,89,98.0
1764689189.3732393,232,PSO_Refine,INT,95,82,68,67,87,101.0
1764689189.9856846,233,PSO_Refine,INT,92,82,67,68,91,100.0
1764689190.5961866,234,PSO_Refine,INT,94,80,66,67,87,102.0
1764689191.2090836,235,PSO_Refine,INT,93,81,68,67,90,101.0
1764689191.8202384,236,PSO_Refine,INT,92,79,68,60,86,99.0
1764689192.4606543,237,PSO_Refine,INT,91,79,67,67,87,105.0
1764689193.0394967,238,PSO_Refine,INT,92,79,65,68,88,102.0
1764689193.652031,239,PSO_Refine,INT,90,82,68,66,85,107.0
1764689194.2634578,240,PSO_Refine,INT,92,81,66,62,87,98.0
1764689194.8905065,241,PSO_Refine,INT,95,83,67,54,83,90.0
1764689195.54073,242,PSO_Refine,INT,93,80,70,64,83,108.0
1764689196.1606958,243,PSO_Refine,INT,93,84,66,65,87,97.0
1764689196.7826371,244,PSO_Refine,INT,94,77,70,61,88,96.0
1764689197.3949966,245,PSO_Refine,INT,95,80,69,66,86,104.0
1764689198.0510104,246,PSO_Refine,INT,94,81,70,63,84,104.0
1764689198.7078085,247,PSO_Refine,INT,96,77,71,62,83,101.0
1764689199.3060026,248,PSO_Refine,INT,92,79,71,56,81,103.0
1764689199.9481473,249,PSO_Refine,INT,94,79,72,58,88,97.0
1764689200.606995,250,PSO_Refine,INT,94,88,70,66,83,101.0
1764689201.2469647,251,PSO_Refine,INT,92,75,64,68,79,104.0
1764689201.9118876,252,PSO_Refine,INT,92,82,70,64,81,109.0
1764689202.5689156,253,PSO_Refine,INT,93,81,68,69,82,111.0
1764689203.2110307,254,PSO_Refine,INT,91,81,64,78,78,118.0
1764689203.839045,255,PSO_Refine,INT,90,78,68,84,81,121.0
1764689204.4796908,256,PSO_Refine,INT,89,76,69,70,82,114.0
1764689205.1030085,257,PSO_Refine,INT,91,78,68,90,82,113.0
1764689205.6683614,258,PSO_Refine,INT,91,76,67,100,86,96.0
1764689206.279844,259,PSO_Refine,INT,89,77,66,83,82,119.0
1764689206.8924272,260,PSO_Refine,INT,92,77,69,93,87,104.0
1764689206.8924272,260,PSO_End,INT,90,78,68,84,81,121.0
1764689207.5010326,261,PS,INT,76,22,76,50,56,78.0
1764689208.1130126,262,PS,INT,79,22,76,50,56,75.0
1764689208.7403407,263,PS,INT,80,22,76,50,56,74.0
1764689209.304077,264,PS,INT,82,22,76,50,56,72.0
1764689209.9141178,265,PS,INT,83,22,76,50,56,71.0
1764689210.4821079,266,PS,INT,86,22,76,50,56,68.0
1764689211.0967517,267,PS,INT,81,17,76,50,56,68.0
1764689211.7088552,268,PS,INT,81,20,76,50,56,71.0
1764689212.3353405,269,PS,INT,81,21,76,50,56,72.0
1764689212.9441762,270,PS,INT,81,23,76,50,56,74.0
1764689213.5729358,271,PS,INT,81,24,76,50,56,75.0
1764689214.1841938,272,PS,INT,81,27,76,50,56,78.0
1764689214.8145268,273,PS,INT,81,22,71,50,56,68.0
1764689215.426824,274,PS,INT,81,22,74,50,56,71.0
1764689216.0040588,275,PS,INT,81,22,75,50,56,72.0
1764689216.6290545,276,PS,INT,81,22,77,50,56,74.0
1764689217.241051,277,PS,INT,81,22,78,50,56,75.0
1764689217.803106,278,PS,INT,81,22,81,50,56,76.0
1764689218.4163318,279,PS,INT,81,22,76,45,56,78.0
1764689219.0262673,280,PS,INT,81,22,76,48,56,75.0
1764689219.6356168,281,PS,INT,81,22,76,49,56,74.0
1764689220.2610047,282,PS,INT,81,22,76,51,56,72.0
1764689220.872475,283,PS,INT,81,22,76,52,56,71.0
1764689221.4393303,284,PS,INT,81,22,76,55,56,68.0
1764689222.081545,285,PS,INT,81,22,76,50,51,68.0
1764689222.692464,286,PS,INT,81,22,76,50,54,71.0
1764689223.303718,287,PS,INT,81,22,76,50,55,72.0
1764689223.9170055,288,PS,INT,81,22,76,50,57,74.0
1764689224.5245202,289,PS,INT,81,22,76,50,58,75.0
1764689225.149011,290,PS,INT,81,22,76,50,61,76.0
1764689225.757977,291,PSO_Ref_Init,INT,76,22,74,49,56,77.0
1764689226.366026,292,PSO_Ref_Init,INT,71,23,76,48,61,89.0
1764689226.976818,293,PSO_Ref_Init,INT,81,20,78,49,55,73.0
1764689227.5836892,294,PSO_Ref_Init,INT,81,22,75,48,56,74.0
1764689228.1920006,295,PSO_Ref_Init,INT,78,27,75,49,56,81.0
1764689228.8028822,296,PSO_Ref_Init,INT,77,27,74,55,51,70.0
1764689229.411818,297,PSO_Ref_Init,INT,76,22,71,52,54,69.0
1764689230.038624,298,PSO_Ref_Init,INT,76,27,78,50,56,85.0
1764689230.6609013,299,PSO_Ref_Init,INT,76,27,71,50,56,78.0
1764689231.286562,300,PSO_Ref_Init,INT,78,20,81,48,56,79.0
1764689231.8620145,301,PSO_Ref_Init,INT,76,23,81,52,56,80.0
1764689232.4882908,302,PSO_Ref_Init,INT,76,22,78,55,54,73.0
1764689233.0980704,303,PSO_Ref_Init,INT,76,17,76,50,56,73.0
1764689233.710717,304,PSO_Ref_Init,INT,76,22,76,49,55,78.0
1764689234.319951,305,PSO_Ref_Init,INT,71,22,76,50,55,82.0
1764689234.881717,306,PSO_Ref_Init,INT,71,22,75,45,58,89.0
1764689235.501946,307,PSO_Ref_Init,INT,77,27,81,49,55,85.0
1764689236.065887,308,PSO_Ref_Init,INT,71,22,71,45,61,86.0
1764689236.6893992,309,PSO_Ref_Init,INT,76,23,74,51,58,78.0
1764689237.2413077,310,PSO_Ref_Init,INT,76,17,76,48,57,76.0
1764689237.8540714,311,PSO_Ref_Init,INT,76,24,77,52,51,74.0
1764689238.4965312,312,PSO_Ref_Init,INT,78,20,76,50,51,69.0
1764689239.1096058,313,PSO_Ref_Init,INT,76,21,76,50,51,72.0
1764689239.7191167,314,PSO_Ref_Init,INT,76,27,78,48,56,87.0
1764689240.32937,315,PSO_Ref_Init,INT,76,27,76,50,56,83.0
1764689240.9358459,316,PSO_Refine,INT,69,24,74,49,60,88.0
1764689241.5442815,317,PSO_Refine,INT,73,23,78,47,59,90.0
1764689242.1538763,318,PSO_Refine,INT,75,23,78,45,56,87.0
1764689242.7165737,319,PSO_Refine,INT,78,22,74,48,58,78.0
1764689243.3443787,320,PSO_Refine,INT,74,21,79,51,59,84.0
1764689243.9537878,321,PSO_Refine,INT,76,24,78,49,52,79.0
1764689244.5826502,322,PSO_Refine,INT,75,24,82,47,58,88.0
1764689245.192362,323,PSO_Refine,INT,74,25,76,44,60,93.0
1764689245.8013072,324,PSO_Refine,INT,76,26,75,42,58,91.0
1764689246.4104135,325,PSO_Refine,INT,74,27,81,47,63,92.0
1764689247.01885,326,PSO_Refine,INT,75,25,80,51,57,86.0
1764689247.6313558,327,PSO_Refine,INT,75,22,76,51,59,81.0
1764689248.271443,328,PSO_Refine,INT,76,28,75,44,59,92.0
1764689248.894309,329,PSO_Refine,INT,76,26,78,45,60,93.0
1764689249.524258,330,PSO_Refine,INT,72,25,75,45,58,91.0
1764689250.1783476,331,PSO_Refine,INT,73,24,75,42,62,92.0
1764689250.8184268,332,PSO_Refine,INT,73,25,78,43,59,96.0
1764689251.4387476,333,PSO_Refine,INT,74,26,75,44,57,90.0
1764689252.0833323,334,PSO_Refine,INT,75,24,79,44,60,94.0
1764689252.7536328,335,PSO_Refine,INT,74,19,79,45,59,88.0
1764689253.3796976,336,PSO_Refine,INT,73,25,77,45,59,93.0
1764689253.9569252,337,PSO_Refine,INT,74,27,77,49,58,89.0
1764689254.5669467,338,PSO_Refine,INT,74,22,77,48,53,80.0
1764689255.1926908,339,PSO_Refine,INT,71,26,78,42,58,99.0
1764689255.8326027,340,PSO_Refine,INT,73,26,78,41,58,98.0
1764689256.4578001,341,PSO_Refine,INT,67,26,78,44,61,96.0
1764689257.0951138,342,PSO_Refine,INT,73,26,79,45,57,94.0
1764689257.7198696,343,PSO_Refine,INT,70,26,78,38,58,100.0
1764689258.3295314,344,PSO_Refine,INT,74,26,74,43,59,92.0
1764689258.943361,345,PSO_Refine,INT,67,18,81,49,60,85.0
1764689259.5542507,346,PSO_Refine,INT,69,24,81,31,56,89.0
1764689260.165234,347,PSO_Refine,INT,74,27,86,35,61,91.0
1764689260.7750812,348,PSO_Refine,INT,73,24,77,37,63,92.0
1764689261.3888438,349,PSO_Refine,INT,71,25,79,33,60,96.0
1764689262.0017262,350,PSO_Refine,INT,66,32,80,44,66,94.0
1764689262.0017262,350,PSO_End,INT,70,26,78,38,58,100.0
1764689262.5638916,351,PS,INT,77,37,64,98,81,69.0
1764689263.1773105,352,PS,INT,80,37,64,98,81,72.0
1764689263.726442,353,PS,INT,81,37,64,98,81,71.0
1764689264.3328116,354,PS,INT,83,37,64,98,81,69.0
1764689264.9431536,355,PS,INT,84,37,64,98,81,68.0
1764689265.5720484,356,PS,INT,87,37,64,98,81,65.0
1764689266.1800456,357,PS,INT,82,32,64,98,81,65.0
1764689266.787938,358,PS,INT,82,35,64,98,81,68.0
1764689267.3956125,359,PS,INT,82,36,64,98,81,69.0
1764689268.0052168,360,PS,INT,82,38,64,98,81,71.0
1764689268.6146164,361,PS,INT,82,39,64,98,81,72.0
1764689269.2531745,362,PS,INT,82,42,64,98,81,75.0
1764689269.861976,363,PS,INT,82,37,59,98,81,65.0
1764689270.47446,364,PS,INT,82,37,62,98,81,68.0
1764689271.0354314,365,PS,INT,82,37,63,98,81,69.0
1764689271.645529,366,PS,INT,82,37,65,98,81,71.0
1764689272.2580676,367,PS,INT,82,37,66,98,81,72.0
1764689272.8673685,368,PS,INT,82,37,69,98,81,75.0
1764689273.4769244,369,PS,INT,82,37,64,93,81,75.0
1764689274.102532,370,PS,INT,82,37,64,96,81,72.0
1764689274.6638854,371,PS,INT,82,37,64,97,81,71.0
1764689275.2725906,372,PS,INT,82,37,64,99,81,69.0
1764689275.8823943,373,PS,INT,82,37,64,100,81,68.0
1764689276.493157,374,PS,INT,82,37,64,100,81,68.0
1764689277.0993016,375,PS,INT,82,37,64,98,76,67.0
1764689277.711261,376,PS,INT,82,37,64,98,79,70.0
1764689278.3239424,377,PS,INT,82,37,64,98,80,71.0
1764689278.9372814,378,PS,INT,82,37,64,98,82,69.0
1764689279.5427773,379,PS,INT,82,37,64,98,83,68.0
1764689280.1556087,380,PS,INT,82,37,64,98,86,65.0
1764689280.7663562,381,PSO_Ref_Init,INT,87,42,59,98,83,63.0
1764689281.379142,382,PSO_Ref_Init,INT,81,42,64,100,82,73.0
1764689282.002123,383,PSO_Ref_Init,INT,81,43,65,98,86,73.0
1764689282.6106954,384,PSO_Ref_Init,INT,84,37,63,100,76,62.0
1764689283.220968,385,PSO_Ref_Init,INT,84,42,65,100,76,69.0
1764689283.8440766,386,PSO_Ref_Init,INT,82,37,59,98,81,65.0
1764689284.4529066,387,PSO_Ref_Init,INT,81,43,59,98,81,72.0
1764689285.0636904,388,PSO_Ref_Init,INT,82,41,62,98,82,71.0
1764689285.6260054,389,PSO_Ref_Init,INT,82,44,65,100,81,76.0
1764689286.2511349,390,PSO_Ref_Init,INT,80,42,62,97,83,74.0
1764689286.8593862,391,PSO_Ref_Init,INT,87,40,64,93,80,74.0
1764689287.4208264,392,PSO_Ref_Init,INT,82,47,59,98,76,72.0
1764689288.0266373,393,PSO_Ref_Init,INT,82,41,65,99,86,69.0
1764689288.6362197,394,PSO_Ref_Init,INT,83,40,63,98,80,72.0
1764689289.2420232,395,PSO_Ref_Init,INT,87,44,69,93,79,82.0
1764689289.8516774,396,PSO_Ref_Init,INT,82,42,62,99,81,72.0
1764689290.4615557,397,PSO_Ref_Init,INT,83,42,65,100,81,73.0
1764689291.0698924,398,PSO_Ref_Init,INT,82,47,66,98,76,79.0
1764689291.6774142,399,PSO_Ref_Init,INT,80,37,62,100,82,67.0
1764689292.285752,400,PSO_Ref_Init,INT,82,43,69,93,83,84.0
1764689292.8472836,401,PSO_Ref_Init,INT,82,43,64,100,80,75.0
1764689293.4560037,402,PSO_Ref_Init,INT,82,37,63,98,81,69.0
1764689294.0663612,403,PSO_Ref_Init,INT,81,42,64,98,82,75.0
1764689294.6881914,404,PSO_Ref_Init,INT,82,47,59,97,79,76.0
1764689295.3137822,405,PSO_Ref_Init,INT,82,42,62,98,79,73.0
1764689295.9233215,406,PSO_Refine,INT,80,41,65,94,84,78.0
